Time_Col,X,Y,Z,Output
0.007891,-0.068679,-0.004908,-0.024718,H_35Hz
0.00793,-0.061489,-0.005956,-0.017254,H_35Hz
0.007969,-0.039302,-0.001448,-0.010168,H_35Hz
0.008008,0.000584,0.006645,-0.033433,H_35Hz
0.008047,0.024399,0.020827,-0.046333,H_35Hz
0.008086,0.021238,0.036748,-0.049791,H_35Hz
0.008125,0.016348,0.036284,-0.07155,H_35Hz
0.008164,0.007907,0.022918,-0.055216,H_35Hz
0.008203,-0.015247,0.012735,-0.014401,H_35Hz
0.008242,-0.02596,0.002055,-0.014843,H_35Hz
0.008281,-0.026327,-0.006183,-0.016609,H_35Hz
0.00832,-0.023333,0.002646,-0.006942,H_35Hz
0.008359,-0.005203,0.015134,-0.038296,H_35Hz
0.008398,0.02518,0.020382,-0.055005,H_35Hz
0.008438,0.042408,0.016278,-0.039436,H_35Hz
0.008477,0.054361,-0.004051,-0.037171,H_35Hz
0.008516,0.072927,-0.023396,-0.028496,H_35Hz
0.008555,0.078383,-0.037356,-0.01733,H_35Hz
0.008594,0.080424,-0.057508,-0.011907,H_35Hz
0.008633,0.079374,-0.074586,-0.0008,H_35Hz
0.008672,0.057289,-0.075857,0.01271,H_35Hz
0.008711,0.022043,-0.069042,-0.003066,H_35Hz
0.00875,-0.021472,-0.057675,-0.022267,H_35Hz
0.008789,-0.070732,-0.041902,-0.01414,H_35Hz
0.008828,-0.089261,-0.034583,-0.015399,H_35Hz
0.008867,-0.079398,-0.037858,-0.009813,H_35Hz
0.008906,-0.067066,-0.039627,0.007542,H_35Hz
0.008945,-0.04708,-0.033492,-0.001785,H_35Hz
0.008984,-0.02089,-0.026461,-0.01802,H_35Hz
0.009023,0.000152,-0.013863,-0.024494,H_35Hz
0.009062,0.007972,0.001053,-0.042054,H_35Hz
0.009102,0.012893,0.002236,-0.0483,H_35Hz
0.009141,0.006598,0.000523,-0.042806,H_35Hz
0.00918,-0.002615,0.004327,-0.045278,H_35Hz
0.009219,-0.001156,-0.000712,-0.036483,H_35Hz
0.009258,-0.002421,-0.000626,-0.017765,H_35Hz
0.009297,0.004364,0.012987,-0.024116,H_35Hz
0.009336,0.025625,0.028736,-0.043366,H_35Hz
0.009375,0.051229,0.055535,-0.044824,H_35Hz
0.009414,0.067098,0.074865,-0.060902,H_35Hz
0.009453,0.071539,0.070717,-0.083307,H_35Hz
0.009492,0.069342,0.053606,-0.064986,H_35Hz
0.009531,0.063146,0.030006,-0.033415,H_35Hz
0.00957,0.044028,0.012838,-0.022694,H_35Hz
0.009609,0.006124,0.016782,-0.001675,H_35Hz
0.009648,-0.036499,0.035237,0.004193,H_35Hz
0.009687,-0.055276,0.053515,-0.038631,H_35Hz
0.009727,-0.046865,0.057407,-0.063754,H_35Hz
0.009766,-0.043824,0.023833,-0.054638,H_35Hz
0.009805,-0.040559,-0.034125,-0.037791,H_35Hz
0.009844,-0.03156,-0.092472,-0.006338,H_35Hz
0.009883,-0.020008,-0.122366,0.015755,H_35Hz
0.009922,-0.010992,-0.10524,0.004372,H_35Hz
0.009961,0.008688,-0.07301,-0.029652,H_35Hz
0.01,0.04308,-0.052022,-0.065015,H_35Hz
0.010039,0.058156,-0.064831,-0.066666,H_35Hz
0.010078,0.053382,-0.108992,-0.03101,H_35Hz
0.010117,0.027444,-0.158409,-0.002269,H_35Hz
0.010156,-0.002436,-0.191417,0.014016,H_35Hz
0.010195,-0.017297,-0.187752,0.02385,H_35Hz
0.010234,-0.010531,-0.155267,0.005517,H_35Hz
0.010273,0.01574,-0.122226,-0.017734,H_35Hz
0.010313,0.036657,-0.108186,-0.021918,H_35Hz
0.010352,0.037685,-0.107934,-0.01482,H_35Hz
0.010391,0.023423,-0.119674,-0.007571,H_35Hz
0.01043,0.00465,-0.127425,-0.001982,H_35Hz
0.010469,-0.029673,-0.112128,0.007428,H_35Hz
0.010508,-0.059293,-0.08767,0.006835,H_35Hz
0.010547,-0.070264,-0.066046,0.007221,H_35Hz
0.010586,-0.075671,-0.047156,0.004966,H_35Hz
0.010625,-0.070948,-0.03447,-0.017917,H_35Hz
0.010664,-0.045923,-0.035537,-0.029657,H_35Hz
0.010703,-0.009105,-0.04043,-0.028863,H_35Hz
0.010742,0.017093,-0.046175,-0.030207,H_35Hz
0.010781,0.041713,-0.05374,-0.033211,H_35Hz
0.01082,0.059257,-0.058404,-0.029492,H_35Hz
0.010859,0.060965,-0.063166,-0.019266,H_35Hz
0.010898,0.048812,-0.067323,-0.017317,H_35Hz
0.010938,0.019628,-0.06504,-0.005452,H_35Hz
0.010977,-0.02047,-0.04751,-0.006517,H_35Hz
0.011016,-0.055169,-0.021076,-0.01503,H_35Hz
0.011055,-0.069094,0.005787,-0.018907,H_35Hz
0.011094,-0.064064,0.018157,-0.037268,H_35Hz
0.011133,-0.044097,0.006739,-0.025615,H_35Hz
0.011172,-0.036584,-0.017147,-0.006842,H_35Hz
0.011211,-0.040635,-0.040065,0.005929,H_35Hz
0.01125,-0.046622,-0.046288,0.025817,H_35Hz
0.011289,-0.068513,-0.025951,0.013006,H_35Hz
0.011328,-0.096172,0.013896,-0.025959,H_35Hz
0.011367,-0.104248,0.037532,-0.055528,H_35Hz
0.011406,-0.081735,0.032108,-0.05131,H_35Hz
0.011445,-0.061126,0.013057,-0.037135,H_35Hz
0.011484,-0.051144,-0.010972,-0.021271,H_35Hz
0.011523,-0.044362,-0.022642,0.003329,H_35Hz
0.011562,-0.038721,-0.021167,0.005745,H_35Hz
0.011602,-0.032545,-0.015611,-0.002406,H_35Hz
0.011641,-0.02658,0.006435,-0.013912,H_35Hz
0.01168,-0.006866,0.034166,-0.038263,H_35Hz
0.011719,0.022489,0.039692,-0.04989,H_35Hz
0.011758,0.040838,0.033282,-0.040163,H_35Hz
0.011797,0.032835,0.025394,-0.026422,H_35Hz
0.011836,0.018494,0.022413,-0.008472,H_35Hz
0.011875,-0.007043,0.038059,0.007197,H_35Hz
0.011914,-0.042636,0.064353,-0.000568,H_35Hz
0.011953,-0.054623,0.078991,-0.016366,H_35Hz
0.011992,-0.061851,0.076367,-0.025194,H_35Hz
0.012031,-0.072129,0.058052,-0.030296,H_35Hz
0.01207,-0.06785,0.026862,-0.024816,H_35Hz
0.012109,-0.05025,0.013243,-0.005669,H_35Hz
0.012148,-0.036025,0.016917,0.00124,H_35Hz
0.012188,-0.035756,0.028763,0.000888,H_35Hz
0.012227,-0.041917,0.046332,-0.000478,H_35Hz
0.012266,-0.038813,0.05271,-0.028663,H_35Hz
0.012305,-0.029271,0.051813,-0.039643,H_35Hz
0.012344,-0.021977,0.040312,-0.024215,H_35Hz
0.012383,-0.01379,0.016707,-0.02551,H_35Hz
0.012422,-0.017607,-0.009417,-0.015371,H_35Hz
0.012461,-0.025509,-0.019498,0.017642,H_35Hz
0.0125,-0.032562,-0.009551,0.012936,H_35Hz
0.012539,-0.037386,-0.000903,-0.00642,H_35Hz
0.012578,-0.022146,0.002158,-0.004898,H_35Hz
0.012617,-0.001643,0.011241,-0.028069,H_35Hz
0.012656,0.013507,0.016979,-0.044618,H_35Hz
0.012695,0.019681,0.005921,-0.026884,H_35Hz
0.012734,0.007565,-0.005368,-0.005205,H_35Hz
0.012773,-0.017139,-0.018033,0.003966,H_35Hz
0.012813,-0.038968,-0.033041,0.011592,H_35Hz
0.012852,-0.051646,-0.036237,0.020863,H_35Hz
0.012891,-0.06484,-0.038382,0.011562,H_35Hz
0.01293,-0.05713,-0.041103,-0.004306,H_35Hz
0.012969,-0.034109,-0.031835,-0.014195,H_35Hz
0.013008,-0.024832,-0.015039,-0.020474,H_35Hz
0.013047,-0.007714,-0.00555,-0.030058,H_35Hz
0.013086,0.013891,-0.007374,-0.017582,H_35Hz
0.013125,0.023225,-0.022407,0.006249,H_35Hz
0.013164,0.024913,-0.036353,0.006049,H_35Hz
0.013203,0.018039,-0.035306,0.003263,H_35Hz
0.013242,0.002012,-0.031451,-0.00148,H_35Hz
0.013281,-0.017698,-0.017303,-0.010904,H_35Hz
0.01332,-0.036848,0.003607,-0.018267,H_35Hz
0.013359,-0.048583,0.00177,-0.022836,H_35Hz
0.013398,-0.051479,-0.016497,-0.006599,H_35Hz
0.013437,-0.057025,-0.030615,0.024306,H_35Hz
0.013477,-0.05169,-0.042572,0.022943,H_35Hz
0.013516,-0.034005,-0.036931,0.007732,H_35Hz
0.013555,-0.030342,-0.013185,-0.002622,H_35Hz
0.013594,-0.026559,0.008497,-0.025334,H_35Hz
0.013633,-0.006577,0.031646,-0.03613,H_35Hz
0.013672,0.001289,0.050861,-0.042882,H_35Hz
0.013711,-0.008775,0.054302,-0.036863,H_35Hz
0.01375,-0.012991,0.033808,-0.006464,H_35Hz
0.013789,-0.02679,0.009956,0.006012,H_35Hz
0.013828,-0.051557,0.016891,0.002759,H_35Hz
0.013867,-0.061504,0.047468,0.001348,H_35Hz
0.013906,-0.0799,0.07606,-0.021742,H_35Hz
0.013945,-0.097896,0.095281,-0.043693,H_35Hz
0.013984,-0.077447,0.09939,-0.032932,H_35Hz
0.014023,-0.03031,0.088898,-0.033248,H_35Hz
0.014063,0.004607,0.082466,-0.04502,H_35Hz
0.014102,0.016463,0.074969,-0.025264,H_35Hz
0.014141,0.022535,0.067394,-0.007073,H_35Hz
0.01418,0.012307,0.073087,-0.018247,H_35Hz
0.014219,-0.006581,0.082378,-0.023,H_35Hz
0.014258,-0.017783,0.093101,-0.01376,H_35Hz
0.014297,-0.025537,0.099897,-0.022004,H_35Hz
0.014336,-0.025255,0.088309,-0.029377,H_35Hz
0.014375,-0.01751,0.066469,-0.01614,H_35Hz
0.014414,-0.007828,0.044326,-0.004416,H_35Hz
0.014453,-0.007024,0.021122,0.000505,H_35Hz
0.014492,-0.027674,0.016327,0.003732,H_35Hz
0.014531,-0.043332,0.034377,0.002317,H_35Hz
0.01457,-0.035888,0.051113,-0.018743,H_35Hz
0.014609,-0.029703,0.062498,-0.039786,H_35Hz
0.014648,-0.025595,0.06092,-0.043766,H_35Hz
0.014688,-0.013572,0.044028,-0.028967,H_35Hz
0.014727,0.000834,0.028218,-0.007851,H_35Hz
0.014766,-0.003603,0.014994,-0.002159,H_35Hz
0.014805,-0.018083,0.00505,0.006803,H_35Hz
0.014844,-0.020775,0.009205,0.006928,H_35Hz
0.014883,-0.020324,0.029609,-0.023535,H_35Hz
0.014922,-0.01397,0.049309,-0.045598,H_35Hz
0.014961,-0.0002,0.055821,-0.040765,H_35Hz
0.015,0.015024,0.039202,-0.045782,H_35Hz
0.015039,0.027522,0.003101,-0.032497,H_35Hz
0.015078,0.020042,-0.025098,-0.000906,H_35Hz
0.015117,-0.003843,-0.035486,-0.005018,H_35Hz
0.015156,-0.00505,-0.028507,-0.018758,H_35Hz
0.015195,-0.001305,-0.007665,-0.024545,H_35Hz
0.015234,-0.00231,0.015581,-0.046284,H_35Hz
0.015273,0.021514,0.026649,-0.067963,H_35Hz
0.015312,0.043445,0.020797,-0.055802,H_35Hz
0.015352,0.061762,0.010516,-0.035575,H_35Hz
0.015391,0.082701,0.000341,-0.030338,H_35Hz
0.01543,0.083479,-0.006827,-0.023511,H_35Hz
0.015469,0.063635,-0.007301,-0.00786,H_35Hz
0.015508,0.040223,-0.004355,-0.005321,H_35Hz
0.015547,0.027142,-0.005482,-0.023131,H_35Hz
0.015586,0.021702,-0.015562,-0.02629,H_35Hz
0.015625,0.031536,-0.034227,-0.022781,H_35Hz
0.015664,0.042113,-0.064322,-0.02435,H_35Hz
0.015703,0.036745,-0.088582,-0.003202,H_35Hz
0.015742,0.031703,-0.094923,0.013811,H_35Hz
0.015781,0.011461,-0.091102,-0.000852,H_35Hz
0.01582,-0.017488,-0.073978,-0.006154,H_35Hz
0.015859,-0.020353,-0.059427,-0.01025,H_35Hz
0.015898,-0.015763,-0.061206,-0.030506,H_35Hz
0.015938,-0.026504,-0.077233,-0.026535,H_35Hz
0.015977,-0.036031,-0.114138,-0.0035,H_35Hz
0.016016,-0.042164,-0.148608,0.012923,H_35Hz
0.016055,-0.053604,-0.158949,0.019914,H_35Hz
0.016094,-0.053047,-0.155711,0.015006,H_35Hz
0.016133,-0.052292,-0.146311,0.000778,H_35Hz
0.016172,-0.057855,-0.135976,-0.007089,H_35Hz
0.016211,-0.050359,-0.127845,-0.013465,H_35Hz
0.01625,-0.043633,-0.129783,-0.017499,H_35Hz
0.016289,-0.039795,-0.138415,0.004898,H_35Hz
0.016328,-0.021805,-0.139486,0.011421,H_35Hz
0.016367,0.009897,-0.132614,-0.001906,H_35Hz
0.016406,0.027991,-0.117466,0.001189,H_35Hz
0.016445,0.025144,-0.100749,-0.007182,H_35Hz
0.016484,0.0252,-0.091753,-0.019832,H_35Hz
0.016523,0.024886,-0.093371,-0.014042,H_35Hz
0.016563,0.017266,-0.105032,0.004665,H_35Hz
0.016602,0.008748,-0.1198,0.005069,H_35Hz
0.016641,-0.004831,-0.133033,-0.002537,H_35Hz
0.01668,-0.025039,-0.143795,0.021434,H_35Hz
0.016719,-0.046047,-0.153442,0.031271,H_35Hz
0.016758,-0.052847,-0.161975,0.015734,H_35Hz
0.016797,-0.034777,-0.162198,0.007252,H_35Hz
0.016836,-0.015395,-0.148371,0.006014,H_35Hz
0.016875,0.004266,-0.134316,-0.002844,H_35Hz
0.016914,0.029852,-0.126055,-0.014542,H_35Hz
0.016953,0.038637,-0.116181,-0.008335,H_35Hz
0.016992,0.033674,-0.111905,-0.005701,H_35Hz
0.017031,0.014054,-0.104074,-0.001296,H_35Hz
0.01707,-0.026711,-0.083087,0.007802,H_35Hz
0.017109,-0.072538,-0.059208,-0.001915,H_35Hz
0.017148,-0.10382,-0.035493,-0.018549,H_35Hz
0.017188,-0.113164,-0.018792,-0.029848,H_35Hz
0.017227,-0.092292,-0.019568,-0.028183,H_35Hz
0.017266,-0.044238,-0.028033,-0.02391,H_35Hz
0.017305,-0.014073,-0.036431,-0.023843,H_35Hz
0.017344,-0.00609,-0.046139,-0.012897,H_35Hz
0.017383,-0.004387,-0.041857,-0.000328,H_35Hz
0.017422,-0.028991,-0.024904,-0.003242,H_35Hz
0.017461,-0.05242,-0.001071,-0.012634,H_35Hz
0.0175,-0.051038,0.033637,-0.019217,H_35Hz
0.017539,-0.036317,0.062523,-0.041295,H_35Hz
0.017578,-0.021852,0.067034,-0.051474,H_35Hz
0.017617,-0.02408,0.053603,-0.029933,H_35Hz
0.017656,-0.029106,0.041993,-0.019598,H_35Hz
0.017695,-0.020859,0.033558,-0.020027,H_35Hz
0.017734,-0.007311,0.03143,-0.013307,H_35Hz
0.017773,-0.004618,0.042131,-0.002476,H_35Hz
0.017813,0.00183,0.059897,-0.019017,H_35Hz
0.017852,0.016196,0.08106,-0.043837,H_35Hz
0.017891,0.01737,0.094922,-0.035036,H_35Hz
0.01793,0.018497,0.094368,-0.029499,H_35Hz
0.017969,0.0081,0.091635,-0.043453,H_35Hz
0.018008,-0.02643,0.092899,-0.037542,H_35Hz
0.018047,-0.04896,0.087506,-0.015793,H_35Hz
0.018086,-0.063548,0.081919,-0.02692,H_35Hz
0.018125,-0.077173,0.085294,-0.042793,H_35Hz
0.018164,-0.060254,0.085413,-0.035414,H_35Hz
0.018203,-0.021304,0.081551,-0.023444,H_35Hz
0.018242,0.002007,0.069549,-0.022681,H_35Hz
0.018281,0.005571,0.049478,-0.007602,H_35Hz
0.01832,0.011702,0.038582,0.016996,H_35Hz
0.018359,0.00857,0.040458,-0.000165,H_35Hz
0.018398,-0.001308,0.050067,-0.013976,H_35Hz
0.018437,-0.009651,0.051037,-0.016923,H_35Hz
0.018477,-0.015125,0.039828,-0.034479,H_35Hz
0.018516,-0.020523,0.022402,-0.043985,H_35Hz
0.018555,-0.037856,-0.007227,-0.027023,H_35Hz
0.018594,-0.037988,-0.042437,-0.008986,H_35Hz
0.018633,-0.041646,-0.074619,-0.016369,H_35Hz
0.018672,-0.054349,-0.096001,-0.013388,H_35Hz
0.018711,-0.048418,-0.101333,-0.012891,H_35Hz
0.01875,-0.040382,-0.102458,-0.030444,H_35Hz
0.018789,-0.028909,-0.098052,-0.036828,H_35Hz
0.018828,-0.007283,-0.091055,-0.027111,H_35Hz
0.018867,0.019975,-0.093626,-0.015961,H_35Hz
0.018906,0.031503,-0.087989,-0.009068,H_35Hz
0.018945,0.030457,-0.078973,-0.01049,H_35Hz
0.018984,0.026868,-0.074002,-0.0272,H_35Hz
0.019023,0.016381,-0.060393,-0.031478,H_35Hz
0.019062,0.003698,-0.063207,-0.028258,H_35Hz
0.019102,-0.012865,-0.08615,-0.033766,H_35Hz
0.019141,-0.035766,-0.097288,-0.004144,H_35Hz
0.01918,-0.052405,-0.099946,0.020937,H_35Hz
0.019219,-0.055653,-0.096031,0.014137,H_35Hz
0.019258,-0.064855,-0.070444,0.027802,H_35Hz
0.019297,-0.061696,-0.043845,0.018686,H_35Hz
0.019336,-0.038935,-0.028635,0.004168,H_35Hz
0.019375,-0.024166,-0.009596,0.019084,H_35Hz
0.019414,-0.022165,0.005874,0.014495,H_35Hz
0.019453,-0.01683,0.016672,-0.000407,H_35Hz
0.019492,-0.02422,0.034896,-0.012002,H_35Hz
0.019531,-0.051089,0.056204,-0.016943,H_35Hz
0.01957,-0.053683,0.075612,-0.025074,H_35Hz
0.019609,-0.055938,0.09106,-0.03576,H_35Hz
0.019648,-0.073874,0.095995,-0.030934,H_35Hz
0.019688,-0.087733,0.088505,-0.020738,H_35Hz
0.019727,-0.094073,0.072809,-0.005959,H_35Hz
0.019766,-0.087788,0.062072,-0.001019,H_35Hz
0.019805,-0.072578,0.069587,0.00048,H_35Hz
0.019844,-0.047392,0.080587,-0.001109,H_35Hz
0.019883,-0.022898,0.08965,-0.01602,H_35Hz
0.019922,-0.008307,0.09883,-0.014754,H_35Hz
0.019961,-0.002351,0.096212,-0.021076,H_35Hz
0.02,0.001271,0.085475,-0.039449,H_35Hz
0.020039,-0.008782,0.073824,-0.027511,H_35Hz
0.020078,-0.034568,0.062879,-0.005969,H_35Hz
0.020117,-0.053259,0.056891,-0.006151,H_35Hz
0.020156,-0.060029,0.065389,0.003484,H_35Hz
0.020195,-0.053425,0.079643,-0.002348,H_35Hz
0.020234,-0.031797,0.082565,-0.038859,H_35Hz
0.020273,-0.016488,0.06622,-0.036076,H_35Hz
0.020313,-0.010068,0.039509,-0.019556,H_35Hz
0.020352,0.011263,0.016415,-0.009388,H_35Hz
0.020391,0.025558,0.009712,-0.002774,H_35Hz
0.02043,0.022517,0.026273,-0.002523,H_35Hz
0.020469,0.027629,0.043636,-0.011694,H_35Hz
0.020508,0.031765,0.061771,-0.035334,H_35Hz
0.020547,0.018296,0.06767,-0.034371,H_35Hz
0.020586,-0.001874,0.049678,-0.031114,H_35Hz
0.020625,-0.027996,0.032676,-0.021304,H_35Hz
0.020664,-0.052387,0.025041,-0.006079,H_35Hz
0.020703,-0.059683,0.03611,-0.020347,H_35Hz
0.020742,-0.062005,0.04954,-0.030396,H_35Hz
0.020781,-0.049537,0.050061,-0.018089,H_35Hz
0.02082,-0.034996,0.046084,-0.010443,H_35Hz
0.020859,-0.030243,0.038129,-0.018665,H_35Hz
0.020898,-0.024412,0.034131,-0.012887,H_35Hz
0.020938,-0.027775,0.038959,-0.013631,H_35Hz
0.020977,-0.031785,0.044436,-0.022767,H_35Hz
0.021016,-0.021647,0.045578,-0.010431,H_35Hz
0.021055,-0.006549,0.045962,-0.011273,H_35Hz
0.021094,-0.00579,0.041392,-0.012027,H_35Hz
0.021133,-0.002086,0.032802,-0.003028,H_35Hz
0.021172,-0.00252,0.024567,0.00131,H_35Hz
0.021211,-0.012929,0.014265,-0.000386,H_35Hz
0.02125,-0.016743,0.004911,-0.00135,H_35Hz
0.021289,-0.024849,-0.007606,0.007258,H_35Hz
0.021328,-0.030743,-0.028154,0.007487,H_35Hz
0.021367,-0.027713,-0.056934,0.014808,H_35Hz
0.021406,-0.01179,-0.091239,0.024125,H_35Hz
0.021445,0.007121,-0.116379,0.016983,H_35Hz
0.021484,0.024636,-0.122821,-0.000419,H_35Hz
0.021523,0.036912,-0.122405,-0.004521,H_35Hz
0.021563,0.03111,-0.130381,0.001322,H_35Hz
0.021602,0.010795,-0.146095,-0.000694,H_35Hz
0.021641,-0.005392,-0.172634,0.012801,H_35Hz
0.02168,-0.010431,-0.206228,0.031519,H_35Hz
0.021719,-0.033883,-0.228535,0.04634,H_35Hz
0.021758,-0.064924,-0.23733,0.056942,H_35Hz
0.021797,-0.076316,-0.225579,0.040425,H_35Hz
0.021836,-0.069894,-0.190216,0.004221,H_35Hz
0.021875,-0.06098,-0.1571,-0.020838,H_35Hz
0.021914,-0.047382,-0.13785,-0.025412,H_35Hz
0.021953,-0.021075,-0.136837,-0.003849,H_35Hz
0.021992,-0.005409,-0.14848,0.014979,H_35Hz
0.022031,0.002219,-0.15455,0.01098,H_35Hz
0.02207,0.019801,-0.152718,0.021507,H_35Hz
0.022109,0.034404,-0.131089,0.013955,H_35Hz
0.022148,0.031297,-0.095466,-0.021848,H_35Hz
0.022187,0.030658,-0.072649,-0.031309,H_35Hz
0.022227,0.031829,-0.071545,-0.016128,H_35Hz
0.022266,0.026276,-0.082749,-0.00992,H_35Hz
0.022305,0.019932,-0.096735,0.004449,H_35Hz
0.022344,-0.000659,-0.104945,0.03552,H_35Hz
0.022383,-0.016645,-0.099222,0.036195,H_35Hz
0.022422,-0.022599,-0.086363,0.036633,H_35Hz
0.022461,-0.027227,-0.065262,0.03555,H_35Hz
0.0225,-0.013514,-0.030652,-0.008599,H_35Hz
0.022539,0.003884,-0.00939,-0.040078,H_35Hz
0.022578,0.003437,-0.028735,-0.030409,H_35Hz
0.022617,-0.031308,-0.07229,-0.006115,H_35Hz
0.022656,-0.078113,-0.117044,0.035317,H_35Hz
0.022695,-0.090653,-0.130637,0.063034,H_35Hz
0.022734,-0.098331,-0.101409,0.036411,H_35Hz
0.022773,-0.116049,-0.072493,0.003189,H_35Hz
0.022812,-0.099419,-0.068175,-0.000319,H_35Hz
0.022852,-0.050223,-0.084927,-0.010107,H_35Hz
0.022891,-0.014966,-0.110898,-0.025576,H_35Hz
0.02293,0.007884,-0.135375,-0.001909,H_35Hz
0.022969,0.021867,-0.148829,0.021601,H_35Hz
0.023008,0.001778,-0.128922,0.018828,H_35Hz
0.023047,-0.014483,-0.083881,0.006921,H_35Hz
0.023086,-0.008025,-0.03988,-0.009165,H_35Hz
0.023125,-0.001736,-0.001393,-0.015065,H_35Hz
0.023164,0.002104,0.016119,-0.031889,H_35Hz
0.023203,0.006546,0.0029,-0.028796,H_35Hz
0.023242,0.017908,-0.026285,0.006599,H_35Hz
0.023281,0.010484,-0.050337,0.038509,H_35Hz
0.02332,-0.013926,-0.041701,0.046184,H_35Hz
0.023359,-0.007927,0.005279,0.002369,H_35Hz
0.023398,0.027099,0.057472,-0.039457,H_35Hz
0.023437,0.049551,0.085143,-0.062768,H_35Hz
0.023477,0.043068,0.078001,-0.095502,H_35Hz
0.023516,0.02785,0.035277,-0.068406,H_35Hz
0.023555,0.014019,-0.008596,-0.003734,H_35Hz
0.023594,-0.009092,-0.01798,0.004033,H_35Hz
0.023633,-0.034206,0.001588,-0.019202,H_35Hz
0.023672,-0.024415,0.032413,-0.026991,H_35Hz
0.023711,0.003162,0.062532,-0.053504,H_35Hz
0.02375,0.020781,0.074718,-0.085259,H_35Hz
0.023789,0.049031,0.064063,-0.064134,H_35Hz
0.023828,0.061606,0.049835,-0.054375,H_35Hz
0.023867,0.052609,0.043615,-0.029162,H_35Hz
0.023906,0.047106,0.047255,0.020079,H_35Hz
0.023945,0.030974,0.045995,-0.021326,H_35Hz
0.023984,0.010034,0.03927,-0.020543,H_35Hz
0.024023,0.01359,0.039557,0.006094,H_35Hz
0.024063,0.019534,0.041476,-0.061744,H_35Hz
0.024102,0.007051,0.049104,-0.059333,H_35Hz
0.024141,-0.005018,0.049966,-0.014595,H_35Hz
0.02418,-0.027152,0.034008,-0.019993,H_35Hz
0.024219,-0.043156,0.017126,0.006735,H_35Hz
0.024258,-0.039828,0.011905,0.031576,H_35Hz
0.024297,-0.035177,0.004734,-0.005401,H_35Hz
0.024336,-0.013531,-0.017326,-0.022968,H_35Hz
0.024375,0.012465,-0.036279,-0.02027,H_35Hz
0.024414,0.026458,-0.042678,-0.055047,H_35Hz
0.024453,0.034949,-0.0344,-0.066245,H_35Hz
0.024492,0.022886,-0.020526,-0.043851,H_35Hz
0.024531,0.006525,-0.020277,-0.026655,H_35Hz
0.02457,-0.013756,-0.034704,-0.01525,H_35Hz
0.024609,-0.03653,-0.055795,0.005742,H_35Hz
0.024648,-0.034038,-0.067957,0.005744,H_35Hz
0.024688,-0.017114,-0.048158,-0.015338,H_35Hz
0.024727,0.009038,-0.002998,-0.023928,H_35Hz
0.024766,0.042647,0.032305,-0.063405,H_35Hz
0.024805,0.065983,0.041103,-0.072298,H_35Hz
0.024844,0.058794,0.021778,-0.006093,H_35Hz
0.024883,0.040678,-0.011568,0.020957,H_35Hz
0.024922,0.012678,-0.021559,0.015149,H_35Hz
0.024961,-0.026185,0.001839,0.026309,H_35Hz
0.025,-0.057286,0.03406,-0.001438,H_35Hz
0.025039,-0.0788,0.067802,-0.038356,H_35Hz
0.025078,-0.066545,0.105096,-0.038084,H_35Hz
0.025117,-0.040564,0.13009,-0.044113,H_35Hz
0.025156,-0.020192,0.123569,-0.048255,H_35Hz
0.025195,-0.017388,0.0888,-0.007225,H_35Hz
0.025234,-0.015298,0.048488,0.035803,H_35Hz
0.025273,-0.001556,0.031189,0.017652,H_35Hz
0.025313,-0.010262,0.062404,-0.00645,H_35Hz
0.025352,-0.007356,0.114051,-0.01961,H_35Hz
0.025391,0.000761,0.142824,-0.064116,H_35Hz
0.02543,-0.011276,0.143564,-0.061692,H_35Hz
0.025469,-0.019953,0.103644,-0.02584,H_35Hz
0.025508,-0.030313,0.051411,-0.010193,H_35Hz
0.025547,-0.045636,0.032554,0.030873,H_35Hz
0.025586,-0.046062,0.039627,0.037272,H_35Hz
0.025625,-0.03378,0.07598,-0.00838,H_35Hz
0.025664,-0.006791,0.126732,-0.026453,H_35Hz
0.025703,0.025004,0.143138,-0.034513,H_35Hz
0.025742,0.023661,0.117728,-0.030019,H_35Hz
0.025781,0.008873,0.064298,0.015596,H_35Hz
0.02582,-0.01659,0.002311,0.054707,H_35Hz
0.025859,-0.052639,-0.024984,0.061366,H_35Hz
0.025898,-0.078079,-0.008006,0.044362,H_35Hz
0.025938,-0.078712,0.02518,0.009575,H_35Hz
0.025977,-0.045792,0.061388,-0.031969,H_35Hz
0.026016,-0.012275,0.077686,-0.060798,H_35Hz
0.026055,0.014828,0.047565,-0.049702,H_35Hz
0.026094,0.037149,-0.01108,-0.002835,H_35Hz
0.026133,0.040208,-0.060618,0.0173,H_35Hz
0.026172,0.022638,-0.078243,0.029006,H_35Hz
0.026211,0.007453,-0.058103,0.044703,H_35Hz
0.02625,-0.004412,-0.014167,0.0036,H_35Hz
0.026289,-0.017852,0.028572,-0.029652,H_35Hz
0.026328,-0.009493,0.057657,-0.033522,H_35Hz
0.026367,0.006161,0.06498,-0.043943,H_35Hz
0.026406,0.000723,0.052381,-0.03062,H_35Hz
0.026445,-0.018013,0.040135,0.00526,H_35Hz
0.026484,-0.021902,0.0351,0.034419,H_35Hz
0.026523,-0.021155,0.057071,0.034277,H_35Hz
0.026562,-0.020032,0.103713,0.004384,H_35Hz
0.026602,0.002616,0.133011,-0.024601,H_35Hz
0.026641,0.033316,0.145971,-0.041643,H_35Hz
0.02668,0.041497,0.149203,-0.060622,H_35Hz
0.026719,0.033801,0.122494,-0.049268,H_35Hz
0.026758,0.027152,0.079159,-0.009968,H_35Hz
